,bin,lat,lon,cluster,ОКЭД,Наименование основного вида деятельности,Наименование КРП,Юридическая форма,mean,count,sum
3066,781117402429,76.940722,52.285577,89215902457ffff,68201.0,Аренда и управление собственной недвижимостью,Малые предприятия (<= 5),ИП,12000.0,1.0,12000.0
3067,781121400137,76.941602,52.284128,89215902447ffff,95292.0,"Ремонт швейных изделий, головных уборов и изделий текстильной галантереи",Малые предприятия (<= 5),ИП,2296.875,16.0,36750.0
3068,781122302428,78.031699,52.573441,892064c12b7ffff,47789.0,"Прочая розничная торговля в специализированных магазинах, являющихся торговыми объектами, с торговой площадью менее 2000 кв.м",Малые предприятия (<= 5),ИП,5806.5,66.0,383229.0
3069,781126450369,76.969262,52.261016,89215902287ffff,47223.0,"Прочая розничная торговля мясом и мясными продуктами в специализированных магазинах, являющихся торговыми объектами, с торговой площадью более 2000 кв.м (2000 кв.м и выше)",Малые предприятия (<= 5),ИП,9110.0,19.0,173090.0
3070,781128450336,76.968264,52.285522,89215902083ffff,47822.0,"Розничная торговля одеждой, обувью и текстильными изделиями на рынках",Малые предприятия (<= 5),ИП,35000.0,2.0,70000.0
3071,781203402961,75.325551,51.733044,89215801cb7ffff,47711.0,"Розничная торговля трикотажными и чулочно-носочными изделиями в специализированных магазинах, являющихся торговыми объектами, с торговой площадью менее 2000 кв.м",Малые предприятия (<= 5),ИП,4210.402366863906,169.0,711558.0
3072,781205402992,75.338801,51.725262,89215801c27ffff,47111.0,"Розничная торговля преимущественно продуктами питания, напитками и табачными изделиями в неспециализированных магазинах, являющихся торговыми объектами, с торговой площадью менее 2000 кв.м ",Малые предприятия (<= 5),ИП,1300.5444444444445,180.0,234098.0
3073,781207402339,77.468689,51.524659,89215ba480bffff,47191.0,"Прочая розничная торговля в неспециализированных магазинах, являющихся торговыми объектами, с торговой площадью менее 2000 кв.м ",Малые предприятия (<= 5),ИП,912.8948069241012,751.0,685584.0
3074,781222302453,76.98527,52.263998,8921590206bffff,49320.0,Деятельность такси,Малые предприятия (<= 5),ИП,2125.0,4.0,8500.0
3075,781222402836,75.316325,51.729491,89215801c87ffff,96020.0,Предоставление услуг парикмахерскими и салонами красоты,Малые предприятия (<= 5),ИП,4710.0,10.0,47100.0
3076,781226400910,76.954017,52.262863,8921590262bffff,47224.0,"Прочая розничная торговля мясом и мясными продуктами в специализированных магазинах, являющихся торговыми объектами, с торговой площадью менее 2000 кв.м",Малые предприятия (<= 5),ИП,4500.0,1.0,4500.0
3077,781229301889,76.959874,52.279153,892159020d7ffff,68201.0,Аренда и управление собственной недвижимостью,Малые предприятия (<= 5),ИП,3357.1428571428573,7.0,23500.0
3078,790101403914,75.294982,51.719042,892158011afffff,46909.0,Оптовая торговля широким ассортиментом товаров без какой-либо конкретизации,Малые предприятия (6 - 10),ИП,10250.0,2.0,20500.0
3079,790101406265,76.976969,52.288155,892159020b3ffff,47191.0,"Прочая розничная торговля в неспециализированных магазинах, являющихся торговыми объектами, с торговой площадью менее 2000 кв.м ",Малые предприятия (<= 5),ИП,10062.052631578948,19.0,191179.0
3080,790104350153,76.924463,52.041031,8921590b313ffff,47191.0,"Прочая розничная торговля в неспециализированных магазинах, являющихся торговыми объектами, с торговой площадью менее 2000 кв.м ",Малые предприятия (<= 5),ИП,9751.481481481482,54.0,526580.0
3081,790107499076,76.952571,52.293124,89215902407ffff,47211.0,"Розничная торговля фруктами и овощами в специализированных магазинах, являющихся торговыми объектами, с торговой площадью менее 2000 кв.м",Малые предприятия (<= 5),ИП,2343.333333333333,18.0,42180.0
3082,790114401720,76.984344,52.26278,892159022a7ffff,47751.0,"Розничная торговля косметическими товарами и туалетными принадлежностями в специализированных магазинах,  являющихся торговыми объектами, с торговой площадью менее 2000 кв.м",Малые предприятия (<= 5),ИП,815.0,39.0,31785.0
3083,790116401880,76.971193,52.262924,892159022b3ffff,47231.0,"Розничная торговля рыбой, ракообразными и моллюсками в специализированных магазинах, являющихся торговыми объектами, с торговой площадью менее 2000 кв.м",Малые предприятия (6 - 10),ИП,9452.653179190753,173.0,1635309.0
3084,790118450275,76.956137,52.296087,892159024afffff,47251.0,"Розничная торговля напитками в специализированных магазинах, являющихся торговыми объектами, с торговой площадью менее 2000 кв.м",Малые предприятия (<= 5),ИП,4028.646687697161,634.0,2554162.0
3085,790123403012,76.941198,52.287649,89215902457ffff,96020.0,Предоставление услуг парикмахерскими и салонами красоты,Малые предприятия (<= 5),ИП,9285.714285714286,14.0,130000.0
3086,790126302331,75.318499,51.730199,89215801c87ffff,47892.0,Розничная торговля прочими товарами на рынках,Малые предприятия (<= 5),ИП,150000.0,1.0,150000.0
3087,790201402751,76.973322,52.285544,89215902087ffff,68201.0,Аренда и управление собственной недвижимостью,Малые предприятия (<= 5),ИП,40000.0,1.0,40000.0
3088,790221402979,76.962722,52.252042,892159022c7ffff,47591.0,"Розничная торговля мебелью в специализированных магазинах, являющихся торговыми объектами, с торговой площадью менее 2000 кв.м",Малые предприятия (<= 5),ИП,93743.75,8.0,749950.0
3089,790222450042,75.322254,51.728113,89215801cbbffff,47191.0,"Прочая розничная торговля в неспециализированных магазинах, являющихся торговыми объектами, с торговой площадью менее 2000 кв.м ",Малые предприятия (<= 5),ИП,2485.714285714286,7.0,17400.0
3090,790223403571,76.965507,52.288536,8921590242fffff,47191.0,"Прочая розничная торговля в неспециализированных магазинах, являющихся торговыми объектами, с торговой площадью менее 2000 кв.м ",Малые предприятия (<= 5),ИП,,,
3091,790226403378,76.960323,52.280652,8921590246fffff,47721.0,"Розничная торговля обувью в специализированных магазинах, являющихся торговыми объектами, с торговой площадью менее 2000 кв.м",Малые предприятия (<= 5),ИП,27287.5,32.0,873200.0
3092,790226499047,77.003622,52.288029,8921590218bffff,95292.0,"Ремонт швейных изделий, головных уборов и изделий текстильной галантереи",Малые предприятия (<= 5),ИП,,,
3093,790301302144,76.952688,52.248397,89215903537ffff,49410.0,Деятельность грузового автомобильного транспорта,Малые предприятия (<= 5),ИП,3500.0,2.0,7000.0
3094,790303301940,76.921085,43.332552,8920e6033abffff,96090.0,"Предоставление прочих индивидуальных услуг, не включенных в другие группировки",Малые предприятия (<= 5),ИП,,,
3095,790303401024,76.951125,52.251595,892159022dbffff,47291.0,"Прочая розничная торговля продуктами питания в специализированных магазинах, являющихся торговыми объектами, с торговой площадью менее 2000 кв.м",Малые предприятия (<= 5),ИП,3750.85,20.0,75017.0
3096,790304400448,76.950487,52.267934,8921590263bffff,47992.0,Розничная торговля через сетевой маркетинг,Малые предприятия (<= 5),ИП,4303.3,10.0,43033.0
3097,790308400073,76.948942,52.281451,8921590247bffff,,,,,8739.76923076923,13.0,113617.0
3098,790309401007,76.994567,52.238306,892159004c7ffff,68202.0,Аренда (субаренда) и эксплуатация арендуемой недвижимости,Малые предприятия (<= 5),ИП,,,
3099,790312402557,76.950487,52.267934,8921590263bffff,86900.0,Прочая деятельность в области здравоохранения ,Малые предприятия (<= 5),ИП,11933.333333333334,9.0,107400.0
3100,790315403016,75.327501,51.718378,89215801c77ffff,47111.0,"Розничная торговля преимущественно продуктами питания, напитками и табачными изделиями в неспециализированных магазинах, являющихся торговыми объектами, с торговой площадью менее 2000 кв.м ",Малые предприятия (<= 5),ИП,1939.9491978609624,374.0,725541.0
3101,790316403150,76.95143,52.297299,892159024a3ffff,47211.0,"Розничная торговля фруктами и овощами в специализированных магазинах, являющихся торговыми объектами, с торговой площадью менее 2000 кв.м",Малые предприятия (<= 5),ИП,200.5,62.0,12431.0
3102,790326301915,76.956631,52.25165,892159022c3ffff,46909.0,Оптовая торговля широким ассортиментом товаров без какой-либо конкретизации,Малые предприятия (<= 5),ИП,236032.11111111112,18.0,4248578.0
3103,790326450018,76.979763,52.269482,89215902073ffff,47291.0,"Прочая розничная торговля продуктами питания в специализированных магазинах, являющихся торговыми объектами, с торговой площадью менее 2000 кв.м",Малые предприятия (<= 5),ИП,1368.1046511627908,86.0,117657.0
3104,790403401533,75.319721,51.731867,89215801cb3ffff,46422.0,"Оптовая торговля одеждой, кроме трикотажных и чулочно-носочных изделий",Малые предприятия (<= 5),ИП,477.1428571428572,7.0,3340.0
3105,790406400284,76.960323,52.280652,8921590246fffff,47789.0,"Прочая розничная торговля в специализированных магазинах, являющихся торговыми объектами, с торговой площадью менее 2000 кв.м",Малые предприятия (<= 5),ИП,8879.333333333334,15.0,133190.0
3106,790414402758,76.952113,52.291626,89215902407ffff,47111.0,"Розничная торговля преимущественно продуктами питания, напитками и табачными изделиями в неспециализированных магазинах, являющихся торговыми объектами, с торговой площадью менее 2000 кв.м ",Малые предприятия (<= 5),ИП,1224.5693430656934,137.0,167766.0
3107,790414450076,76.925352,52.038095,8921590b31bffff,47822.0,"Розничная торговля одеждой, обувью и текстильными изделиями на рынках",Малые предприятия (<= 5),ИП,5100.0,8.0,40800.0
3108,790415401816,76.980446,52.281467,892159020abffff,49410.0,Деятельность грузового автомобильного транспорта,Малые предприятия (<= 5),ИП,,,
3109,790416403312,76.95143,52.297299,892159024a3ffff,47191.0,"Прочая розничная торговля в неспециализированных магазинах, являющихся торговыми объектами, с торговой площадью менее 2000 кв.м ",Малые предприятия (<= 5),ИП,790.8571428571429,7.0,5536.0
3110,790421402430,76.990183,52.265564,8921590206fffff,47191.0,"Прочая розничная торговля в неспециализированных магазинах, являющихся торговыми объектами, с торговой площадью менее 2000 кв.м ",Малые предприятия (<= 5),ИП,4781.818181818182,22.0,105200.0
3111,790426402229,76.968264,52.285522,89215902083ffff,47721.0,"Розничная торговля обувью в специализированных магазинах, являющихся торговыми объектами, с торговой площадью менее 2000 кв.м",Малые предприятия (<= 5),ИП,21000.0,3.0,63000.0
3112,790430300853,76.9918,52.241483,892159004d7ffff,47211.0,"Розничная торговля фруктами и овощами в специализированных магазинах, являющихся торговыми объектами, с торговой площадью менее 2000 кв.м",Малые предприятия (<= 5),ИП,12424.2,15.0,186363.0
3113,790430450172,76.954017,52.262863,8921590262bffff,47892.0,Розничная торговля прочими товарами на рынках,Малые предприятия (<= 5),ИП,11273.333333333334,15.0,169100.0
3114,790501404134,76.950684,52.286789,89215902473ffff,47789.0,"Прочая розничная торговля в специализированных магазинах, являющихся торговыми объектами, с торговой площадью менее 2000 кв.м",Малые предприятия (6 - 10),ИП,3592.2477064220184,218.0,783110.0
3115,790501450227,76.967689,52.289775,8921590255bffff,47191.0,"Прочая розничная торговля в неспециализированных магазинах, являющихся торговыми объектами, с торговой площадью менее 2000 кв.м ",Малые предприятия (<= 5),ИП,6730.0,10.0,67300.0
3116,790504401344,76.950819,52.28058,8921590246bffff,56101.0,"Деятельность ресторанов и предоставление услуг по доставке продуктов питания, за исключением деятельности объектов, находящихся на придорожной полосе",Малые предприятия (<= 5),ИП,20316.285714285717,7.0,142214.0
3117,790505400867,75.318625,51.734824,8921580034bffff,47789.0,"Прочая розничная торговля в специализированных магазинах, являющихся торговыми объектами, с торговой площадью менее 2000 кв.м",Малые предприятия (6 - 10),ИП,2061.5227272727275,88.0,181414.0
3118,790507401698,76.985629,52.262251,892159022a7ffff,47789.0,"Прочая розничная торговля в специализированных магазинах, являющихся торговыми объектами, с торговой площадью менее 2000 кв.м",Малые предприятия (<= 5),ИП,,,
3119,790507403129,76.952517,52.298219,892159024a3ffff,47789.0,"Прочая розничная торговля в специализированных магазинах, являющихся торговыми объектами, с торговой площадью менее 2000 кв.м",Малые предприятия (<= 5),ИП,2994.333333333333,9.0,26949.0
3120,790511401491,76.946929,52.248044,892159035afffff,96090.0,"Предоставление прочих индивидуальных услуг, не включенных в другие группировки",Малые предприятия (<= 5),ИП,2715.0,4.0,10860.0
3121,790511401967,77.858189,52.822271,89214a6d267ffff,47191.0,"Прочая розничная торговля в неспециализированных магазинах, являющихся торговыми объектами, с торговой площадью менее 2000 кв.м ",Малые предприятия (<= 5),ИП,932.4375,32.0,29838.0
3122,790515302920,77.033482,52.182144,892159011afffff,47211.0,"Розничная торговля фруктами и овощами в специализированных магазинах, являющихся торговыми объектами, с торговой площадью менее 2000 кв.м",Малые предприятия (<= 5),ИП,6317.64705882353,17.0,107400.0
3123,790519450106,76.974517,52.290089,8921590254bffff,47621.0,"Розничная торговля газетами, журналами и канцелярскими товарами в специализированных магазинах, являющихся торговыми объектами, с торговой площадью менее 2000 кв.м",Малые предприятия (<= 5),ИП,776.875,16.0,12430.0
3124,790521450246,76.967285,52.279671,8921590208bffff,56299.0,"Прочая деятельность по обеспечению питанием, не включенная в другие группировки",Малые предприятия (<= 5),ИП,851.7843137254902,102.0,86882.0
3125,790523350012,75.33245,51.72914,89215801cafffff,43330.0,Покрытие полов и облицовка стен,Малые предприятия (<= 5),ИП,10000.0,2.0,20000.0
3126,790526450075,75.318886,51.72707,89215801c8fffff,14199.0,"Производство прочих видов одежды и аксессуаров, не включенных в другие группировки",Малые предприятия (<= 5),ИП,6975.0,4.0,27900.0
3127,790528302109,76.943399,52.268286,89215902607ffff,32120.0,Производство ювелирных и аналогичных изделий,Малые предприятия (<= 5),ИП,268913.3333333333,3.0,806740.0
3128,790604403275,75.315014,51.711743,89215801c4bffff,10899.0,"Производство прочих пищевых продуктов, не включенных в другие группировки",Малые предприятия (<= 5),ИП,1131.0,10.0,11310.0
3129,790606350330,76.968264,52.285522,89215902083ffff,45321.0,"Розничная торговля автомобильными деталями, узлами и принадлежностями в торговых объектах с торговой площадью менее 2000 кв.м",Малые предприятия (<= 5),ИП,9730.76923076923,39.0,379500.0
3130,790612300763,76.98155,52.285434,892159020a3ffff,93299.0,Прочие виды деятельности по организации отдыха и развлечений,Малые предприятия (<= 5),ИП,9178.333333333334,24.0,220280.0
3131,790617302436,76.977957,52.281825,892159020bbffff,47111.0,"Розничная торговля преимущественно продуктами питания, напитками и табачными изделиями в неспециализированных магазинах, являющихся торговыми объектами, с торговой площадью менее 2000 кв.м ",Малые предприятия (<= 5),ИП,,,
3132,790623402489,76.926924,52.038328,8921590b31bffff,47789.0,"Прочая розничная торговля в специализированных магазинах, являющихся торговыми объектами, с торговой площадью менее 2000 кв.м",Малые предприятия (<= 5),ИП,1741.875,8.0,13935.0
3133,790627450163,76.95346,52.277561,892159026a7ffff,46499.0,"Оптовая торговля прочими непродовольственными товарами потребительского назначения, не включенными в другие группировки",Малые предприятия (<= 5),ИП,3600.0,1.0,3600.0
3134,790701400614,76.929206,52.030472,8921590b34fffff,86220.0,Специальная врачебная практика,Малые предприятия (<= 5),ИП,4857.142857142857,7.0,34000.0
3135,790704401450,76.994316,52.241278,8921590048bffff,47191.0,"Прочая розничная торговля в неспециализированных магазинах, являющихся торговыми объектами, с торговой площадью менее 2000 кв.м ",Малые предприятия (<= 5),ИП,1214.342105263158,38.0,46145.0
3136,790710403043,76.95143,52.297299,892159024a3ffff,47261.0,"Розничная торговля табачными изделиями в специализированных магазинах, являющихся торговыми объектами, с торговой площадью менее 2000 кв.м",Малые предприятия (<= 5),ИП,36206.36363636364,33.0,1194810.0
3137,790715402200,77.007952,52.288695,89215902113ffff,47111.0,"Розничная торговля преимущественно продуктами питания, напитками и табачными изделиями в неспециализированных магазинах, являющихся торговыми объектами, с торговой площадью менее 2000 кв.м ",Малые предприятия (<= 5),ИП,1752.8905630452025,1261.0,2210395.0
3138,790721402888,76.967689,52.289775,8921590255bffff,96090.0,"Предоставление прочих индивидуальных услуг, не включенных в другие группировки",Малые предприятия (<= 5),ИП,1241.3333333333333,15.0,18620.0
3139,790727400222,76.941126,52.27723,892159026b3ffff,56299.0,"Прочая деятельность по обеспечению питанием, не включенная в другие группировки",Малые предприятия (<= 5),ИП,386.6666666666667,27.0,10440.0
3140,790802450114,76.970843,52.287902,89215902097ffff,96020.0,Предоставление услуг парикмахерскими и салонами красоты,Малые предприятия (<= 5),ИП,1345.8333333333333,72.0,96900.0
3141,790813402550,76.953469,52.26482,8921590262bffff,47621.0,"Розничная торговля газетами, журналами и канцелярскими товарами в специализированных магазинах, являющихся торговыми объектами, с торговой площадью менее 2000 кв.м",Малые предприятия (<= 5),ИП,1901.0,170.0,323170.0
3142,790822403042,76.974517,52.290089,8921590254bffff,47191.0,"Прочая розничная торговля в неспециализированных магазинах, являющихся торговыми объектами, с торговой площадью менее 2000 кв.м ",Малые предприятия (<= 5),ИП,,,
3143,790822450113,76.960323,52.280652,8921590246fffff,47714.0,"Розничная торговля одеждой, кроме трикотажных и чулочно-носочных изделий, в специализированных магазинах, являющихся торговыми объектами, с торговой площадью более 2000 кв.м (2000 кв.м и выше)",Малые предприятия (<= 5),ИП,39200.0,1.0,39200.0
3144,790824450075,76.922396,52.042605,8921590b38bffff,47111.0,"Розничная торговля преимущественно продуктами питания, напитками и табачными изделиями в неспециализированных магазинах, являющихся торговыми объектами, с торговой площадью менее 2000 кв.м ",Малые предприятия (<= 5),ИП,743.448275862069,145.0,107800.0
3145,790828402868,76.95143,52.267978,8921590263bffff,96090.0,"Предоставление прочих индивидуальных услуг, не включенных в другие группировки",Малые предприятия (<= 5),ИП,14178.947368421052,19.0,269400.0
3146,790831400126,76.993561,52.240264,892159004c7ffff,47111.0,"Розничная торговля преимущественно продуктами питания, напитками и табачными изделиями в неспециализированных магазинах, являющихся торговыми объектами, с торговой площадью менее 2000 кв.м ",Малые предприятия (<= 5),ИП,1370.3941908713691,723.0,990795.0
3147,790902302111,76.980661,51.951321,89215946eb3ffff,25999.0,Производство прочих готовых металлических изделий,Малые предприятия (<= 5),ИП,963.3333333333334,3.0,2890.0
3148,790906302897,77.003829,52.294496,89215902183ffff,47251.0,"Розничная торговля напитками в специализированных магазинах, являющихся торговыми объектами, с торговой площадью менее 2000 кв.м",Малые предприятия (<= 5),ИП,1944.8545150501675,598.0,1163023.0
3149,790912402320,76.944504,52.299965,89215902487ffff,68201.0,Аренда и управление собственной недвижимостью,Малые предприятия (<= 5),ИП,10016.666666666666,15.0,150250.0
3150,790916401394,76.935197,52.043851,8921590b3abffff,96020.0,Предоставление услуг парикмахерскими и салонами красоты,Малые предприятия (<= 5),ИП,6666.666666666667,6.0,40000.0
3151,790918401276,76.957116,52.291417,89215902423ffff,47111.0,"Розничная торговля преимущественно продуктами питания, напитками и табачными изделиями в неспециализированных магазинах, являющихся торговыми объектами, с торговой площадью менее 2000 кв.м ",Малые предприятия (<= 5),ИП,34510.25806451613,31.0,1069818.0
3152,790923401154,75.326629,51.729692,89215801ca3ffff,47111.0,"Розничная торговля преимущественно продуктами питания, напитками и табачными изделиями в неспециализированных магазинах, являющихся торговыми объектами, с торговой площадью менее 2000 кв.м ",Малые предприятия (<= 5),ИП,155060.0,10.0,1550600.0
3153,790929450026,76.972891,52.2933,89215902543ffff,96020.0,Предоставление услуг парикмахерскими и салонами красоты,Малые предприятия (<= 5),ИП,10000.0,2.0,20000.0
3154,791005402491,76.583651,52.559624,89215981513ffff,47191.0,"Прочая розничная торговля в неспециализированных магазинах, являющихся торговыми объектами, с торговой площадью менее 2000 кв.м ",Малые предприятия (<= 5),ИП,1504.1525423728813,59.0,88745.0
3155,791009400794,75.317853,51.7291,89215801c87ffff,47822.0,"Розничная торговля одеждой, обувью и текстильными изделиями на рынках",Малые предприятия (<= 5),ИП,3333.333333333333,9.0,30000.0
3156,791009403075,76.967061,52.268799,89215902043ffff,68202.0,Аренда (субаренда) и эксплуатация арендуемой недвижимости,Малые предприятия (<= 5),ИП,3943.75,8.0,31550.0
3157,791027450293,76.926556,52.039818,8921590b31bffff,47291.0,"Прочая розничная торговля продуктами питания в специализированных магазинах, являющихся торговыми объектами, с торговой площадью менее 2000 кв.м",Малые предприятия (<= 5),ИП,820.7142857142857,14.0,11490.0
3158,791028450070,75.313541,51.725625,89215801c8bffff,47191.0,"Прочая розничная торговля в неспециализированных магазинах, являющихся торговыми объектами, с торговой площадью менее 2000 кв.м ",Малые предприятия (<= 5),ИП,5806.95652173913,23.0,133560.0
3159,791110402769,75.322254,51.728113,89215801cbbffff,47822.0,"Розничная торговля одеждой, обувью и текстильными изделиями на рынках",Малые предприятия (<= 5),ИП,12992.857142857143,14.0,181900.0
3160,791110402968,76.985629,52.262251,892159022a7ffff,47722.0,"Розничная торговля кожаными изделиями в специализированных магазинах, являющихся торговыми объектами, с торговой площадью менее 2000 кв.м",Малые предприятия (<= 5),ИП,5233.333333333333,6.0,31400.0
3161,791113400591,76.967303,52.270265,89215902053ffff,47712.0,"Розничная торговля одеждой, кроме трикотажных и чулочно-носочных изделий, в специализированных магазинах, являющихся торговыми объектами, с торговой площадью менее 2000 кв.м",Малые предприятия (<= 5),ИП,1466.6666666666667,6.0,8800.0
3162,791113402954,77.010297,52.292931,89215902187ffff,47621.0,"Розничная торговля газетами, журналами и канцелярскими товарами в специализированных магазинах, являющихся торговыми объектами, с торговой площадью менее 2000 кв.м",Малые предприятия (<= 5),ИП,,,
3163,791117301426,76.968893,52.265939,8921590204bffff,31090.0,Производство прочей мебели,Малые предприятия (<= 5),ИП,112175.0,4.0,448700.0
3164,791121400307,76.998771,52.240165,89215900413ffff,47191.0,"Прочая розничная торговля в неспециализированных магазинах, являющихся торговыми объектами, с торговой площадью менее 2000 кв.м ",Малые предприятия (<= 5),ИП,,,
3165,791202400091,76.924463,52.041031,8921590b313ffff,47712.0,"Розничная торговля одеждой, кроме трикотажных и чулочно-носочных изделий, в специализированных магазинах, являющихся торговыми объектами, с торговой площадью менее 2000 кв.м",Малые предприятия (<= 5),ИП,9033.333333333334,9.0,81300.0
3166,791208400855,76.968264,52.285522,89215902083ffff,47721.0,"Розничная торговля обувью в специализированных магазинах, являющихся торговыми объектами, с торговой площадью менее 2000 кв.м",Малые предприятия (<= 5),ИП,32666.666666666668,3.0,98000.0
3167,791212450050,76.896282,52.320607,89215910e23ffff,47111.0,"Розничная торговля преимущественно продуктами питания, напитками и табачными изделиями в неспециализированных магазинах, являющихся торговыми объектами, с торговой площадью менее 2000 кв.м ",Малые предприятия (<= 5),ИП,6380.555555555556,36.0,229700.0
3168,791223301284,76.947307,52.251446,892159035a7ffff,74200.0,Деятельность в области фотографии,Малые предприятия (<= 5),ИП,10686.315789473683,76.0,812160.0
3169,800103300681,76.988728,52.263899,892159023d3ffff,49410.0,Деятельность грузового автомобильного транспорта,Малые предприятия (<= 5),ИП,5590.909090909091,11.0,61500.0
3170,800105302222,76.968157,52.268832,89215902043ffff,96020.0,Предоставление услуг парикмахерскими и салонами красоты,Малые предприятия (<= 5),ИП,3055.128205128205,39.0,119150.0
3171,800108401960,76.954224,52.291317,8921590243bffff,,,,,16771.125,16.0,268338.0
3172,800112402485,75.452312,53.329305,89215d84b7bffff,96020.0,Предоставление услуг парикмахерскими и салонами красоты,Малые предприятия (<= 5),ИП,600.0,4.0,2400.0
3173,800113401214,76.946992,52.297134,892159024bbffff,,,,,25902.0,4.0,103608.0
3174,800122450380,76.039119,51.956178,89215834073ffff,47291.0,"Прочая розничная торговля продуктами питания в специализированных магазинах, являющихся торговыми объектами, с торговой площадью менее 2000 кв.м",Малые предприятия (<= 5),ИП,2315.157894736842,38.0,87976.0
3175,800123402306,76.967303,52.270265,89215902053ffff,95292.0,"Ремонт швейных изделий, головных уборов и изделий текстильной галантереи",Малые предприятия (<= 5),ИП,3639.816326530612,49.0,178351.0
3176,800128302377,75.320727,51.726133,89215801c17ffff,47811.0,"Розничная торговля продуктами питания, напитками и табачными изделиями в торговых палатках, ларьках и киосках",Малые предприятия (<= 5),ИП,10753.985507246376,69.0,742025.0
3177,800128401434,76.968264,52.285522,89215902083ffff,47721.0,"Розничная торговля обувью в специализированных магазинах, являющихся торговыми объектами, с торговой площадью менее 2000 кв.м",Малые предприятия (<= 5),ИП,,,
3178,800213400735,75.981348,53.011594,89215d311bbffff,96090.0,"Предоставление прочих индивидуальных услуг, не включенных в другие группировки",Малые предприятия (<= 5),ИП,305.0,18.0,5490.0
3179,800213450236,76.953846,52.277572,892159026a7ffff,47211.0,"Розничная торговля фруктами и овощами в специализированных магазинах, являющихся торговыми объектами, с торговой площадью менее 2000 кв.м",Малые предприятия (<= 5),ИП,5035.0,6.0,30210.0
3180,800215401308,76.967303,52.270265,89215902053ffff,32130.0,Производство бижутерии и аналогичных изделий,Малые предприятия (<= 5),ИП,1303.3833333333334,60.0,78203.0
3181,800309402020,76.967689,52.289775,8921590255bffff,47712.0,"Розничная торговля одеждой, кроме трикотажных и чулочно-носочных изделий, в специализированных магазинах, являющихся торговыми объектами, с торговой площадью менее 2000 кв.м",Малые предприятия (<= 5),ИП,12580.0,5.0,62900.0
3182,800322400527,77.130725,52.320166,89215915aafffff,47712.0,"Розничная торговля одеждой, кроме трикотажных и чулочно-носочных изделий, в специализированных магазинах, являющихся торговыми объектами, с торговой площадью менее 2000 кв.м",Малые предприятия (<= 5),ИП,28406.25,16.0,454500.0
3183,800324400570,76.942168,52.289979,8921590241bffff,47191.0,"Прочая розничная торговля в неспециализированных магазинах, являющихся торговыми объектами, с торговой площадью менее 2000 кв.м ",Малые предприятия (6 - 10),ИП,8767.5,14.0,122745.0
3184,800325350146,76.968219,52.271317,89215902057ffff,95231.0,Ремонт обуви,Малые предприятия (<= 5),ИП,1320.0,5.0,6600.0
3185,800331302638,76.651509,52.751972,89215994057ffff,96090.0,"Предоставление прочих индивидуальных услуг, не включенных в другие группировки",Малые предприятия (<= 5),ИП,,,
3186,800402450095,74.591807,51.702696,892158c03dbffff,47751.0,"Розничная торговля косметическими товарами и туалетными принадлежностями в специализированных магазинах,  являющихся торговыми объектами, с торговой площадью менее 2000 кв.м",Малые предприятия (<= 5),ИП,3047.5,8.0,24380.0
3187,800406303574,76.968264,52.285522,89215902083ffff,47822.0,"Розничная торговля одеждой, обувью и текстильными изделиями на рынках",Малые предприятия (<= 5),ИП,,,
3188,800417400279,76.963872,52.273549,892159020cfffff,47241.0,"Розничная торговля хлебобулочными, мучными и сахаристыми кондитерскими изделиями в специализированных магазинах, являющихся торговыми объектами, с торговой площадью менее 2000 кв.м",Малые предприятия (<= 5),ИП,3010.0,5.0,15050.0
3189,800420400255,76.968264,52.285522,89215902083ffff,47714.0,"Розничная торговля одеждой, кроме трикотажных и чулочно-носочных изделий, в специализированных магазинах, являющихся торговыми объектами, с торговой площадью более 2000 кв.м (2000 кв.м и выше)",Малые предприятия (<= 5),ИП,,,
3190,800501301940,76.940722,52.285577,89215902457ffff,45201.0,"Техническое обслуживание и ремонт автомобилей, за исключением произведенных станциями технического обслуживания, находящимися на придорожной полосе",Малые предприятия (<= 5),ИП,559.5238095238095,21.0,11750.0
3191,800503402595,76.943139,52.294567,89215902417ffff,96020.0,Предоставление услуг парикмахерскими и салонами красоты,Малые предприятия (<= 5),ИП,1000.0,20.0,20000.0
3192,800504450044,76.994926,52.243038,8921590048bffff,46320.0,Оптовая торговля мясом и мясными продуктами,Малые предприятия (<= 5),ИП,2547.555555555556,9.0,22928.0
3193,800505450134,76.920025,52.035879,8921590b353ffff,47191.0,"Прочая розничная торговля в неспециализированных магазинах, являющихся торговыми объектами, с торговой площадью менее 2000 кв.м ",Малые предприятия (<= 5),ИП,,,
3194,800506301204,76.942168,52.289979,8921590241bffff,63120.0,Деятельность веб-порталов,Малые предприятия (11-15),ИП,20493.75,16.0,327900.0
3195,800507302486,76.952517,52.298219,892159024a3ffff,47111.0,"Розничная торговля преимущественно продуктами питания, напитками и табачными изделиями в неспециализированных магазинах, являющихся торговыми объектами, с торговой площадью менее 2000 кв.м ",Малые предприятия (<= 5),ИП,199663.0606060606,33.0,6588881.0
3196,800516402670,76.969262,52.261016,89215902287ffff,47291.0,"Прочая розничная торговля продуктами питания в специализированных магазинах, являющихся торговыми объектами, с торговой площадью менее 2000 кв.м",Малые предприятия (<= 5),ИП,1102.1561938958707,557.0,613901.0
